id;name;host_id;host_name;neighbourhood;room_type; price ;minimum_nights;number_of_reviews;days open
289020;Sunny 1BR Center of East Village!;347036;Jasmine;East Village;Entire home/apt; $179,00 ;8;15;0
289037;2BR in Cobble Hill, Brooklyn, NY;632334;Michael;Carroll Gardens;Entire home/apt; $189,00 ;2;13;0
289288;Perfect East Village Apartment;1502469;Max;East Village;Entire home/apt; $219,00 ;2;129;220
289665;Decorators 5-Star Flat West Village;1503831;Elle;West Village;Entire home/apt; $450,00 ;20;157;0
289703;Beautiful SoHo Luxury Apartment;815741;Geoff;SoHo;Entire home/apt; $249,00 ;5;8;0
289958;2 Rooms in Cottage NYC;1454655;Ronaldo;Long Island City;Private room; $65,00 ;2;5;362
289995;Zen Minimalist w/Garden- Bedford L Stop;1505217;Pia;Greenpoint;Entire home/apt; $250,00 ;4;46;121
290457;Between Two Bridges 2BD -Whole Apt!;207124;Mikki & Bazi;Chinatown;Entire home/apt; $139,00 ;30;37;153
291524;BIG LUXURY LINCOLN CENTER AREA STUDIO + !!;1470688;Philip;Upper West Side;Entire home/apt; $209,00 ;7;14;205
291714;Brooklyn Beauty - Large 2 bedroom Apartment;1321504;Rohan;Crown Heights;Entire home/apt; $120,00 ;5;37;310
291812;Entire Apartment in Astoria, 15mins from Manhattan;1509416;Natalia;Astoria;Entire home/apt; $70,00 ;5;1;0
292047;Gorgeous pvt room in West Village;1490696;Alejandra;West Village;Private room; $90,00 ;3;209;236
292121;1 bedroom apt in Midtown West;169927;Hubert;Hell's Kitchen;Entire home/apt; $199,00 ;3;4;200
292266;Sunny and spacious bedroom;1513294;Urszula;Bushwick;Private room; $50,00 ;60;17;74
292637;Beautiful Spacious One Bedroom;1021834;Svetlana;Crown Heights;Entire home/apt; $100,00 ;5;0;0
293004;Room next to Columbia Uni.;910719;Sena;Harlem;Entire home/apt; $110,00 ;1;0;0
293837;Big Apt for Funky Art /Music Lovers, Outdoor Patio;1495502;Olly;Williamsburg;Entire home/apt; $157,00 ;4;54;12
294227;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;43;84
294239;NYC Summer Getaway | Full Home 2BR;1521432;Carmen;Astoria;Entire home/apt; $192,00 ;3;7;0
294242;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;75;84
294250;Beautiful New Garden Apartment ;45682;Irina;Upper West Side;Entire home/apt; $150,00 ;1;88;0
294259;Loft Suite @ Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;73;56
294263;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;89;62
294280;Loft Suite @ The Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;23;81
294297;Lovely apt in Williamsburg, BK;1521604;Summer;Williamsburg;Entire home/apt; $105,00 ;3;11;0
294353;Williamsburg HUGE SUNNY next2train!;430188;Pam;Williamsburg;Private room; $135,00 ;28;84;310
294490;Loft Suite @ Box House Hotel;417504;The Box House Hotel;Greenpoint;Entire home/apt; $199,00 ;3;54;60
294717;Modern apartment w/ gorgeous view;1523610;Marissa;Williamsburg;Private room; $125,00 ;3;17;0
295231;Sunny, clean br available;1387286;Felicia;Williamsburg;Private room; $60,00 ;7;1;0
295379;Have Whole Apt! Prime Williamsburg!;1525761;Ric;Williamsburg;Entire home/apt; $85,00 ;1;73;0
295998;Panoramic View Central Park & NYC;568585;Alan;Upper West Side;Entire home/apt; $300,00 ;3;36;29
296345;E Williamsburg Apartment with Yard;496164;Todd;Williamsburg;Private room; $75,00 ;2;98;264
296361;Nice Private Room Beauty in Queens;1528912;Weiwei;Elmhurst;Private room; $55,00 ;1;63;341
296658;Sublet in Brooklyn/Lefferts Gardens;1530106;Glenn;Crown Heights;Private room; $44,00 ;5;2;0
296717;Cozy Corner, Bedford Ave  Brooklyn!;1530310;Jacques;Bedford-Stuyvesant;Private room; $55,00 ;5;18;0
296844;HISTORIC WILLIAMSBURG, BKLYN #1;839679;Brady;Williamsburg;Private room; $30,00 ;3;24;0
297611;Inexpensive apartment in exchange for cat-care;997124;Alison;Fort Greene;Private room; $35,00 ;3;1;0
297962;Private room in 2 br Apt, Wburg, BK;1535987;Sergio;Williamsburg;Private room; $70,00 ;1;2;363
298073;Bright, Airy Williamsburg Apt;1536533;Irina;Williamsburg;Entire home/apt; $130,00 ;14;23;25
298759;Large Double Room  Queenbed Wifi;1539749;Edward;Bedford-Stuyvesant;Private room; $52,00 ;2;93;0
298854;Low$pacious in Williamsburg, Bklyn;1412944;Jason;Williamsburg;Private room; $75,00 ;3;0;358
299062;1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng;236421;Jessica;Upper East Side;Private room; $190,00 ;3;0;0
299078;Charming 1BD in SoHo;787261;L;SoHo;Entire home/apt; $250,00 ;5;152;109
299531;Feel like you never leave your home;1220404;Tom;East New York;Entire home/apt; $100,00 ;1;119;289
299699;Sunny apartment  in Greenpoint;1557998;Eliza;Greenpoint;Entire home/apt; $130,00 ;4;9;188
301034;Furnished Bedroom with private half bath;1550578;Ron;Harlem;Private room; $140,00 ;2;44;260
302057;Sunny private room featured in film;1555897;Alice;Flatbush;Private room; $75,00 ;2;158;168
302758;Sunny 1BR East Harlem Apartment;8605;Dimitry;East Harlem;Entire home/apt; $150,00 ;7;12;0
303345;The best studio in town;1561505;Ibrahima;East Harlem;Entire home/apt; $90,00 ;3;51;311
303462;Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease;1562045;Antonio;Upper West Side;Entire home/apt; $295,00 ;1;0;146
304799;Penthouse Studio by Central Park;185753;Carolyn;Upper West Side;Entire home/apt; $150,00 ;2;11;2
305211;Your Own 2 Br Apt Bedford and Grand;1570170;Kristina;Williamsburg;Entire home/apt; $180,00 ;3;236;242
306702;Spacious + Sunny Studio in Ft. Greene Brooklyn!;1577493;Tina;Fort Greene;Private room; $135,00 ;3;16;0
309342;Giant Sunny Bedroom & Private Bath in my Apartment;1586945;Ben;Upper West Side;Private room; $99,00 ;3;14;365
310220;Prime location! Backyard & outdoor shower! Unique!;1590548;Magdalena;Greenpoint;Private room; $149,00 ;14;65;364
310272;Private Room in Artist's Home, Stapleton, SI;1390555;Jonathan;Clifton;Private room; $59,00 ;1;50;352
310325;Large Sunny Bedroom with Bay Window;745069;Kimberly;Harlem;Private room; $75,00 ;3;33;301
310338;Harlem/Hamilton Heights Sunny Room;745069;Kimberly;Harlem;Private room; $75,00 ;3;30;322
310524;Clinton Hill Duplex near Pratt w/Balcony!;1597481;Mary;Bedford-Stuyvesant;Private room; $75,00 ;3;13;298
310796;Sunny 1 BR, West 80s & Central Park;1385157;Brian;Upper West Side;Entire home/apt; $109,00 ;30;18;285
311003;2 BD / 2BA WITH GARDEN, SLEEPS 6;72747;Karen;Crown Heights;Entire home/apt; $225,00 ;4;1;342
311343;COMFORTABLE ROOM;1601664;Junior;East Harlem;Private room; $86,00 ;3;216;250
311356;Charming Ridgewood Soulful  Walk-Up;142147;Richard;Ridgewood;Private room; $52,00 ;2;98;326
312429;Comfortable, well-appointed room;1606222;P;Prospect Heights;Private room; $100,00 ;2;61;90
313890;2ND AVENUE OFF HOUSTON/LOFTLIKE STU;1613244;Ariel;Lower East Side;Entire home/apt; $99,00 ;30;13;289
314982;Share in NYC's trendy East Village;1617817;Chris;East Village;Private room; $89,00 ;3;136;193
316238;Historic Brooklyn 2-Bedroom Apt;279078;Andrew & Markus;Bedford-Stuyvesant;Entire home/apt; $135,00 ;2;39;293
317838;APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!;1631400;Sean And Kiana;West Village;Entire home/apt; $199,00 ;14;65;155
317905;Come and go as  you please in BKLN!;1631733;Jane;Kensington;Entire home/apt; $89,00 ;3;62;189
318021;Room in Huge 1200sf W Harlem Suite;1632149;Michael;Harlem;Private room; $110,00 ;3;47;248
318187;Huge, Sunny, Open Loft in Brooklyn;1633100;Ana;Bushwick;Entire home/apt; $120,00 ;2;42;238
319724;Cozy Nook in Heart of Williamsburg;1639120;Jason;Williamsburg;Private room; $59,00 ;3;207;284
319798;Peaceful Room...;9647066;Maria Luiza;Bay Ridge;Private room; $49,00 ;4;72;343
319844;Cute Room in Historic Loft!;1639884;Nora;Greenpoint;Private room; $79,00 ;14;22;268
320865;Harlem on the Range;1643782;Katy;Harlem;Entire home/apt; $135,00 ;30;25;249
320876;Amazing Park Slope Duplex with Deck;516347;Lillian;South Slope;Entire home/apt; $185,00 ;2;215;291
320877;Entire 2 Bedroom Apartment in Williamsburg;1366194;Fabiana;Williamsburg;Entire home/apt; $225,00 ;4;26;0
321014;Big Bright E Village 2BR (Baby Nursery);1644452;Erin;Gramercy;Entire home/apt; $245,00 ;5;18;0
321136;Private Manhattan Studio on Harlem/Heights Border;1644999;Candice;Washington Heights;Entire home/apt; $115,00 ;3;18;31
322037;Luxury Williamsburg, Brooklyn LOFT;1649300;James;Williamsburg;Entire home/apt; $325,00 ;2;320;0
322604;Artist Loft-McCarren Park-Williamsburg-BrooklynNYC;1651591;Todd;Williamsburg;Private room; $95,00 ;2;160;79
322974;Chelsea/Meat Packing  Artist Space!;1610852;Amanda;West Village;Private room; $120,00 ;2;78;0
323706;Elegant Spacious Family Townhouse;6064192;Ted And Diane;Upper West Side;Entire home/apt; $499,00 ;30;64;157
324115;Large Master Bedroom - Williamsburg;1639120;Jason;Williamsburg;Private room; $75,00 ;2;219;277
324517;Central Park Fifth Av MET Museum;1660724;S;Upper East Side;Private room; $109,00 ;1;66;353
324800;Real Williamsburg Artist Loft;1661965;Mathias;Williamsburg;Entire home/apt; $160,00 ;3;25;0
325429;Lovely Upper East Yorkville 1 BDRM;92788;Sara;Upper East Side;Entire home/apt; $219,00 ;4;102;280
326832;Cozy Upper East Side Studio;668564;Nitzan;Upper East Side;Entire home/apt; $159,00 ;2;32;7
326956;Large Cozy Room #2, Landmark Home 1 Block to PRATT;51038;Erica;Clinton Hill;Private room; $180,00 ;3;15;266
327521;Lovely studio in East Village, NY;82896;Esther;East Village;Entire home/apt; $150,00 ;5;1;0
327778;NYC Summer Discount  1 BR Gramercy Apt;1675255;Jill;Kips Bay;Entire home/apt; $106,00 ;3;12;271
328040;Awesome views, Central location;1676487;Robyn;Midtown;Entire home/apt; $299,00 ;10;19;101
328693;Spacious Manhattan Apartment near Central Park;1013131;Joseph;Upper West Side;Entire home/apt; $179,00 ;3;297;205
328744;Entire Apt: Sunny 2bd! 15min to NYC;890215;Duane;Crown Heights;Entire home/apt; $165,00 ;3;12;343
329064;Your Historic House in Brooklyn;1680375;Marc;Flatbush;Entire home/apt; $500,00 ;4;9;0
329310;Creative Director's Chinatown Loft;1681546;Todd;Chinatown;Entire home/apt; $250,00 ;15;9;190
329385;HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT;312288;Paula;Inwood;Private room; $87,00 ;7;46;310
333189;Charming private room in New-York;1697784;Jonathan;Williamsburg;Private room; $79,00 ;4;42;52
333323;Cozy bedroom near Times Square;1698391;Pat;Hell's Kitchen;Private room; $75,00 ;2;118;312
334607;Artist's Flat in Historic Building #10263;52043;Patrick;Williamsburg;Entire home/apt; $200,00 ;30;53;0
334781;Queen size sofa bed in Harlem;547177;Chryslaine;Harlem;Private room; $80,00 ;1;15;329
335797;Bklyn 6 Beds 1 Bathroom Rental 2;1709216;Steve And Heather;East Flatbush;Entire home/apt; $115,00 ;3;64;333
335819;Bklyn 4 Beds 1 Bathroom Rental 3;1709216;Steve And Heather;East Flatbush;Entire home/apt; $115,00 ;3;51;327
335820;4 Beds 2 Bathrooms Rental 1;1709216;Steve And Heather;East Flatbush;Entire home/apt; $120,00 ;3;79;349
336220;Stylish & Quiet NYC Retreat!;1711529;Jason;Harlem;Private room; $125,00 ;3;202;217
339456;Bright, new luxury apartment in doorman building;1723485;Mary;Upper West Side;Entire home/apt; $387,00 ;1;23;0
341525;TIMES SQUARE MASTER BEDROOM!;1732559;J;Hell's Kitchen;Private room; $95,00 ;6;62;80
341982;Lincoln Center Studio, Clean&Sunny!;483013;Yj;Upper West Side;Entire home/apt; $99,00 ;2;36;0
342027;Serenity amidst the busy city;168417;Marie;Upper East Side;Entire home/apt; $121,00 ;1;16;351
342965;Super Clean Apt by Columbus Circle;1740233;Gladys;Hell's Kitchen;Entire home/apt; $350,00 ;4;24;362
342995;Unique private room and bathroom in Brownstone;1740216;Laura;Harlem;Private room; $75,00 ;2;77;144
343276;TIMES SQUARE HOUSE!;1732559;J;Hell's Kitchen;Private room; $95,00 ;5;110;43
343971;Beautiful Room in a Beautiful New NYC Apartment;10609846;Ben;Harlem;Private room; $89,00 ;1;56;365
344019;Best West Village/Meatpacking Space;1746209;R.;West Village;Private room; $195,00 ;1;7;129
344068;21 day Chelsea Apartment rental;1745312;Steven;Flatiron District;Private room; $160,00 ;21;0;0
344092;Heavy Sun, Quiet, Arty 1 Bedroom;1745402;Tony;Sunset Park;Entire home/apt; $70,00 ;18;19;0
346248;Cosy apartment in West Village;1755339;Julie;Greenwich Village;Private room; $100,00 ;3;7;0
346805;Spacious Lower East Side Apt in NYC;562614;Beth;Lower East Side;Entire home/apt; $140,00 ;1;53;0
347865;ARTY 2 BED EAST VILLAGE GEM;251176;Jason;East Village;Entire home/apt; $189,00 ;3;265;355
349841;Williamsburg Loft: Amazing Sublet;202507;Nom;Williamsburg;Private room; $160,00 ;5;0;0
350168;Artist 2BR in Park Slope w/backyard;1774431;Kate;Park Slope;Entire home/apt; $178,00 ;30;8;280
350525;Spacious 2BR near Botanic Garden;74777;Niki & Colin;Crown Heights;Entire home/apt; $145,00 ;14;46;38
351530;Gorgeous brownstone next to park!;1747222;Sascha;Park Slope;Entire home/apt; $125,00 ;5;6;31
351859;Exquisite Spacious Studio in Midtown;417652;Ron;Chelsea;Entire home/apt; $265,00 ;4;75;324
352651;COMFORTABLE LARGE ROOM;1785800;Marvet;Prospect-Lefferts Gardens;Private room; $77,00 ;5;11;365
352864;Cute Private room in Upper East Side #14;1786901;Shai;Upper East Side;Private room; $60,00 ;3;5;0
353317;Lower East Side 1bedroom apt in NYC;314377;Marc;Chinatown;Entire home/apt; $129,00 ;3;132;171
354095;Large Beautiful East Village 1-Bdrm;1474749;Jared;East Village;Entire home/apt; $199,00 ;6;41;36
355106;Big room near Prospect Park! NY!;1797859;Camila;Prospect-Lefferts Gardens;Private room; $92,00 ;7;34;332
356230;It's so easy to get to EVERYthing!;1251762;Molly;Crown Heights;Entire home/apt; $185,00 ;3;34;0
357509;Manhattan -  Best Location in Midtown;684129;Ellie;Midtown;Entire home/apt; $110,00 ;7;27;192
359982;Sunny private room right off L train;1631288;Kay;Williamsburg;Private room; $65,00 ;4;30;139
360400;Beautiful Room in Manhattan Loft;1386983;Candice;Midtown;Private room; $135,00 ;3;214;167
361803;Luxury, Adorable Studio Apartment;1562039;Jennifer;Upper East Side;Shared room; $115,00 ;30;12;0
363320;HOME AWAY FROM HOME;390251;Lilly;Harlem;Private room; $175,00 ;2;6;10
363673;Beautiful 3 bedroom in Manhattan;256239;Tracey;Upper West Side;Private room; $3 000,00 ;7;0;365
364275;Den of Zen at The Denizen Bushwick;1840564;Rico;Williamsburg;Private room; $72,00 ;3;156;110
364785;Sunny large private room in Park Slope;1842714;Susan;Park Slope;Private room; $80,00 ;2;30;0
367042;Eastern Parkway Brooklyn 1BR Flat;774128;Andre;Crown Heights;Entire home/apt; $125,00 ;5;1;0
367810;1400sf Manhattan View Artistic Loft;1728785;Veronika And John;Greenpoint;Private room; $120,00 ;5;3;242
369411;ingefära hus! Private room Williamsburg, Brooklyn;179679;Ginger;Williamsburg;Private room; $94,00 ;2;272;22
369567;Private MasterBR w/ View of Museum;1863447;Luke;Prospect Heights;Private room; $56,00 ;3;63;0
369671;LUXURY 2BD/2BTH - HUGE PATIO;1863713;Alix;East Village;Entire home/apt; $549,00 ;30;58;200
371138;Comfy Brooklyn 2BD, W/ Backyard;1869567;Max;Greenpoint;Entire home/apt; $190,00 ;2;5;0
373618;Authentic designer loft/roof deck best Williamsbrg;1879389;Christina;Williamsburg;Private room; $129,00 ;3;63;87
374548;Sunny Retreat with Roof Garden;1884204;Mark;Bedford-Stuyvesant;Entire home/apt; $85,00 ;5;268;202
375249;Enjoy Staten Island Hospitality;1887999;Rimma & Jim;Graniteville;Private room; $20,00 ;3;80;226
377217;Great apt on the UWS - A RARE FIND!;1895957;Ido;Upper West Side;Entire home/apt; $145,00 ;3;22;0
378460;Cozy 2 BD in Midtown West;1900800;Geny;Hell's Kitchen;Entire home/apt; $200,00 ;7;13;327
380416;Park Slope Sunny Studio;438133;Ellis;Park Slope;Entire home/apt; $125,00 ;4;23;262
380730;Luxury L-Shape Studio + 3 cats;1317588;Alexander;Sheepshead Bay;Entire home/apt; $50,00 ;30;3;0
382523;A cozy Red Room with private bathroom;732535;William;Harlem;Private room; $160,00 ;3;10;359
382524;Cozy room with private bathroom & outside garden;732535;William;Harlem;Private room; $180,00 ;3;14;348
385190;Beautiful 1 bdrm, Inwood Manhattan;1928213;Brace;Inwood;Private room; $100,00 ;1;20;0
385657;Beautiful Loft/10 min to Manhattan!;1930204;Sophia;Williamsburg;Private room; $70,00 ;5;2;0
385824;New York City- Riverdale Modern two bedrooms unit;1931205;Orit;Spuyten Duyvil;Entire home/apt; $120,00 ;2;47;318
386555;A PLACE TO STAY CLOSE TO MANHATTAN;773928;Nen;Stapleton;Private room; $110,00 ;2;6;363
386744;Great room priv/bathrm Eastside location 70's ST;1935291;Cristina;Upper East Side;Private room; $105,00 ;7;93;70
386799;Midtown NYC - 1 Bedroom Apartment;1935605;Jon;Midtown;Entire home/apt; $250,00 ;3;116;0
387324;Cozy Room in Sunny Apartment (Long/Short Term);1828506;Yogi;Kips Bay;Private room; $74,00 ;240;15;90
387377;THERE'S NO PLACE LIKE HOME.........;390251;Lilly;Harlem;Entire home/apt; $165,00 ;2;70;15
387666;Cozy home in vibrant Manhattan;1939728;Michael & Aleksandra;Washington Heights;Private room; $99,00 ;3;4;335
387735;LOCATION LOCATION LOCATION Sara's;1146958;Liz;Gramercy;Entire home/apt; $125,00 ;30;128;0
389482;Quaint & Quiet in Queens;1947974;Constance F.;Briarwood;Private room; $75,00 ;1;59;0
391948;Single Room;1960128;Luana;Ozone Park;Shared room; $45,00 ;1;8;364
391955;Charming brownstone apartment;1960189;Rebecka;Columbia St;Entire home/apt; $159,00 ;2;106;34
392948;Williamsburg near soho .support artist living;312722;Kristian & Di;Williamsburg;Private room; $45,00 ;15;15;242
393016;Your Times Square Sanctuary;1303029;Kristina;Hell's Kitchen;Private room; $104,00 ;2;133;147
393094;Designer studio in Luxury Building;1965972;Alayna;Financial District;Entire home/apt; $225,00 ;4;27;169
393682;Private cozy bedroom in Nolita;1968502;Paola;Nolita;Private room; $100,00 ;5;61;188
394026;ArtistLoft-MccarenPark-Williamsburg;1651591;Todd;Greenpoint;Private room; $90,00 ;2;2;89
394111;Beautiful Bedrooms in Briarwood, NY;1947974;Constance F.;Briarwood;Private room; $75,00 ;1;16;189
394235;Flatiron-Designer's loft;1970839;Javier;Flatiron District;Entire home/apt; $350,00 ;7;0;0
396636;Stylish Designer Studio with Piano;1981742;Daniel;Harlem;Entire home/apt; $135,00 ;5;38;253
397034;New York City for All Seasons!;70234;Richelle;Upper West Side;Private room; $125,00 ;1;25;311
397297;STUNNING E Vill Penthouse;1982209;Wendy;East Village;Entire home/apt; $225,00 ;3;93;0
397420;New York Host who knows The Most;1985717;Darktalia;Harlem;Private room; $85,00 ;3;6;363
398281;One Block From Central Park!;325790;Michael;Upper East Side;Entire home/apt; $200,00 ;7;30;224
398283;PARK SLOPE: SWEET, LARGE 2BR DUPLEX;1989327;William;South Slope;Entire home/apt; $250,00 ;3;17;5
399946;Light Superhosted Chill LES Apt;1996265;David;Lower East Side;Private room; $90,00 ;10;67;301
400039;Big Beautiful Railroad in Brooklyn;1488809;John;Bushwick;Entire home/apt; $130,00 ;30;53;0
400466;Bright Brooklyn Flat w/Park Views, 30 day minimum;1985759;Esther;Prospect-Lefferts Gardens;Entire home/apt; $90,00 ;30;32;50
401579;ECO-APT, free YOGA, 2 new bedrooms. Best location!;462379;Loretta;Carroll Gardens;Entire home/apt; $298,00 ;30;131;296
401836;Sunny UES 1.5 Bedroom, Sleeps 6;2005740;Maya;Upper East Side;Entire home/apt; $300,00 ;4;19;84
402037;Stay with a Jazz Singer in Harlem!;2006712;Amanda;Harlem;Private room; $125,00 ;1;0;365
403056;Large Private Room Near Central Park & Mount Sinai;2010724;K. Naomi;East Harlem;Private room; $125,00 ;3;74;212
403264;Luxury room in Manhattan Duplex Apt;1386983;Candice;Midtown;Private room; $145,00 ;3;165;181
403668;Gorgeous Sunny, Spacious 1 bdrm in East Village;2013117;Katya;East Village;Entire home/apt; $147,00 ;2;16;0
404502;ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!;242506;Jsun;Williamsburg;Private room; $123,00 ;3;269;158
404923;Private Garden Entry;2017752;Jeruschka;Windsor Terrace;Entire home/apt; $88,00 ;3;243;217
405025;LUXE Privé L.I.C. Apt & Garden;2018042;Megan;Long Island City;Entire home/apt; $215,00 ;2;59;335
406926;Nolita apt. with private garden;2027134;Marie-Helene;Nolita;Entire home/apt; $269,00 ;28;81;122
406992;Family friendly Williamsburg Apt for Vacation!;1952186;Erin;Williamsburg;Entire home/apt; $145,00 ;3;7;270
407469;BROWNSTONE TWO IN BROOKLYN in NYC;2015914;Majar;Bushwick;Private room; $75,00 ;3;112;330
408491;Charming West Village One Bedroom;2034361;Marshall;Greenwich Village;Entire home/apt; $145,00 ;5;0;0
408983;Brooklyn Brownstone full floor/garden ProspectPark;520189;Andre;Prospect-Lefferts Gardens;Entire home/apt; $229,00 ;2;92;321
409262;Family friendly,  steps to subway, large garden :);1621363;Elizabeth;Boerum Hill;Entire home/apt; $300,00 ;29;23;312
409293;Private Sunny Room Near Central Park & Mount Sinai;2010724;K. Naomi;East Harlem;Private room; $100,00 ;3;67;345
409666;1 bdr apt, sunny & artsy, 4 min walk to the beach;405225;Olga;Brighton Beach;Entire home/apt; $75,00 ;2;8;2
411336;"""Simple Perfect Soho""";2047776;Jennifer;Nolita;Entire home/apt; $225,00 ;2;244;252
411525;Beautiful Room + Private Balcony;1697784;Jonathan;Williamsburg;Private room; $120,00 ;6;62;15
411918;3 BR apartment Crown Heights, BKLYN;2050338;Verena;Crown Heights;Entire home/apt; $160,00 ;5;125;169
412061;Brownstone Sunny & Spacious top fl;2051075;Linda;Crown Heights;Entire home/apt; $125,00 ;30;58;212
412180;Morocco in Brooklyn with the flyest loft, Amazing!;2051961;Kim;Bedford-Stuyvesant;Entire home/apt; $95,00 ;5;9;0
413504;Perfect NYC/Williamsburg Location;1286417;Omri;Williamsburg;Private room; $119,00 ;3;137;296
413775;Midtown East Sutton Area Entire Apt;2058589;Cary;Midtown;Entire home/apt; $275,00 ;2;16;167
413876;Finest Gateway to historic Financial District;2059155;Dan;Financial District;Entire home/apt; $160,00 ;1;36;365
414801;Industrial Brooklyn Loft with Tree-Lined Windows;319077;Shell;Clinton Hill;Entire home/apt; $500,00 ;1;54;365
415304;Cute east village apartment.;2050328;Martis;East Village;Entire home/apt; $175,00 ;14;1;0
416557;All Charm: Lush Garden, Huge Kitchen + Quiet;2714164;Jasmine;Greenpoint;Entire home/apt; $87,00 ;6;39;258
417685;Bright and Quiet 2 BR in Park Slope;119588;Vero;Park Slope;Entire home/apt; $160,00 ;1;145;257
418291;Cozy, bright 1BR avail. in East Village apartment;626289;Marshall;East Village;Private room; $125,00 ;3;28;364
419373;Stylish Loft w/Lovely Backyard;2085639;Eada;Bedford-Stuyvesant;Entire home/apt; $90,00 ;2;206;236
419792;Great Apt IDEAL Location 900 SF;2087636;Maddine;Lower East Side;Entire home/apt; $200,00 ;7;4;0
421554;Garden - Brownstone Experience;2096690;Richard;Bedford-Stuyvesant;Entire home/apt; $250,00 ;15;37;54
422040;Gorgeous ! Best Location in NYC !;1090764;Lynda;Upper West Side;Private room; $99,00 ;30;27;189
424192;luxury 1 BedRoom Apt Hells Kitchen;2108853;Jasen;Hell's Kitchen;Entire home/apt; $325,00 ;30;18;364
424667;Luxury room + En-suite bath in Times Sq/Midtown W;2111060;Jj;Hell's Kitchen;Private room; $99,00 ;1;134;265
424767;Chic, Spacious Loft + Backyard;2103888;Akari;Midtown;Entire home/apt; $325,00 ;2;197;207
424889;Sunny and Zen W. Village Studio of Your Own;2076827;Shelley;West Village;Entire home/apt; $129,00 ;7;5;0
424930;2BR Lux Prospect Heights;905122;Supriya;Crown Heights;Entire home/apt; $130,00 ;28;5;196
425784;An airy, comfy, bookish refuge!;2116807;Rafil;Vinegar Hill;Entire home/apt; $190,00 ;4;8;0
428226;Bright & Vibrant- The BK experience;2128778;Rachael;Crown Heights;Private room; $55,00 ;2;62;57
430427;Very clean, quiet bedroom available;820046;Elaine;Washington Heights;Private room; $60,00 ;2;13;0
430665;Lux One-bed Central Park View UWS;2141109;Kishore;Upper West Side;Entire home/apt; $250,00 ;1;8;0
431865;Elegant Uptown Historic District Garden Apartment;361855;Kurt;Washington Heights;Entire home/apt; $275,00 ;3;50;277
432090;Only 5 Min. to Manhattan!;2148881;Grace;Long Island City;Private room; $50,00 ;180;69;0
433218;Lovely 1 bdrm in Prospect Heights!;644941;Miya;Prospect Heights;Entire home/apt; $125,00 ;4;41;10
433414;Spacious & Sunny in Prime Brooklyn;287733;David;Clinton Hill;Entire home/apt; $150,00 ;20;89;247
433914;1 Bedroom Apt - Close to JFK & City;1906804;Terrance;East New York;Entire home/apt; $70,00 ;4;40;273
434792;1 br. studio duplex,  Park Slope/Gowanus, Brooklyn;2117078;Joe;Gowanus;Entire home/apt; $138,00 ;3;106;189
435774;A REAL New Yorkers  Wall St;2164138;Suzanne;Financial District;Entire home/apt; $265,00 ;4;33;0
435776;ROOM AVAILABLE IN NEW YORK CITY;2164452;Robert;Upper East Side;Private room; $145,00 ;5;2;365
435909;Sunny West Village Dream;2165401;Andrew;West Village;Entire home/apt; $151,00 ;88;19;249
435946;SUNNY ZEN  FULL SERVICE HUGE STUDIO;2165711;Alda;Financial District;Entire home/apt; $208,00 ;6;100;310
436510;Beautiful corner prewar apartment in Williamsburg;2168251;Jennifer;Williamsburg;Entire home/apt; $200,00 ;3;16;291
436619;Tranquil, Artsy, Sunny Bedroom;2168468;Cp;East Village;Private room; $110,00 ;2;64;74
436824;Room in Harlem;200243;Laetitia;Harlem;Private room; $58,00 ;1;17;289
436916;Room for the Summer;2169825;Serge;Harlem;Private room; $55,00 ;2;7;0
437352;Fantastic 2BR in Brooklyn's Best Area;290662;Seth;Park Slope;Entire home/apt; $105,00 ;115;15;219
437906;GREAT 1BR/2BA TERRACE & W/D! in EV!;2175110;Ralph;East Village;Entire home/apt; $350,00 ;5;4;0
438513;Big Beautiful Brooklyn Apt @ Park!;2177462;Marc;Prospect-Lefferts Gardens;Entire home/apt; $150,00 ;3;87;73
439750;Perfect apt. above L train Graham stop;1566042;Haley;Williamsburg;Private room; $55,00 ;150;10;97
439870;Gorgeous Park Slope, BK triplex 4BD;1903758;Andrij;Park Slope;Entire home/apt; $299,00 ;20;0;149
442636;Private,Affordable, 20 min to NYC!;1655939;Joris;Ridgewood;Entire home/apt; $77,00 ;3;289;85
442649;Lovely Chelsea 1 Bedroom;793225;Rachel;Chelsea;Entire home/apt; $125,00 ;9;10;0
443646;Classy 2.5 BR Brownstone w/ Garden;2204078;Michelle;Upper West Side;Entire home/apt; $395,00 ;14;39;50
